ts_utc,event_id,market_id,question,market_kind,game_no,start_time,mins_to_start,outcome,token_id,best_bid,best_ask,mid,spread,bid_depth_1c,bid_depth_3c,bid_depth_5c,ask_cost_1c,ask_cost_3c,ask_cost_5c,n_bid_levels,n_ask_levels,volume
2026-08-31 01:16:53,914010,3895998,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 1 Winner,map,1,2026-08-31 05:00:00,223.1,KT Rolster Challengers,96498007791294651794231310303887716449683660769032063592234809120104485581741,0.66,0.67,0.665,0.01,1417.61,2195.33,3394.08,1178.41,3251.57,5229.19,25,28,
2026-08-31 01:16:53,914010,3895998,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 1 Winner,map,1,2026-08-31 05:00:00,223.1,Kiwoom DRX Challengers,50289955956218984622872710821784452252421078022225666801888929581260216756221,0.33,0.34,0.335,0.01,559.86,1463.36,2240.35,741.67,1186.95,1935.78,28,25,
2026-08-31 01:16:53,914010,3895999,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 2 Winner,map,2,2026-08-31 05:00:00,223.1,KT Rolster Challengers,43687478065914977267532907622356823889115892736853345325950216329511083622811,0.66,0.67,0.665,0.01,1465.73,1812.73,2257.68,272.4,2924.0,4944.42,24,27,
2026-08-31 01:16:53,914010,3895999,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 2 Winner,map,2,2026-08-31 05:00:00,223.1,Kiwoom DRX Challengers,7422238010526244286237110034413652487391426629093332052031763620286650463358,0.33,0.34,0.335,0.01,128.92,1292.3,2086.49,763.91,966.91,1246.96,27,24,
2026-08-31 01:16:53,914010,3896000,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 3 Winner,map,3,2026-08-31 05:00:00,223.1,KT Rolster Challengers,81338721253378452329812594364453850262038511038917790512671074549129490914217,0.66,0.67,0.665,0.01,1453.8,1834.72,2255.07,331.86,2476.55,3042.37,28,27,145.88117499999998
2026-08-31 01:16:53,914010,3896000,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 3 Winner,map,3,2026-08-31 05:00:00,223.1,Kiwoom DRX Challengers,14418443328965642395540078283971701092529065210297393706544754703504113693303,0.33,0.34,0.335,0.01,157.14,1102.44,1331.23,757.2,979.28,1243.93,27,28,145.88117499999998
2026-08-31 01:16:53,914010,3896002,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 4 Winner,map,4,2026-08-31 05:00:00,223.1,KT Rolster Challengers,110504535275065297454028721405444859239067240588510358888617043652930329928273,0.58,0.6,0.59,0.02,29.0,51.0,51.0,52.94,114.94,114.94,19,22,5
2026-08-31 01:16:53,914010,3896002,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers - Game 4 Winner,map,4,2026-08-31 05:00:00,223.1,Kiwoom DRX Challengers,61465780421859358323832904060410191272788901150827680192613339736247739439321,0.4,0.42,0.41,0.02,34.0,72.0,72.0,21.0,39.0,39.0,22,19,5
2026-08-31 01:16:53,914010,3896004,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers (BO5) - LCK Challengers League Playoffs,series,,2026-08-31 05:00:00,223.1,KT Rolster Challengers,46006794210076788964783922967317207310635920694626635234405438921397109436936,0.74,0.75,0.745,0.01,4075.41,6244.07,6844.56,11030.25,14030.44,18518.23,34,25,16021.306289000002
2026-08-31 01:16:53,914010,3896004,LoL: KT Rolster Challengers vs Kiwoom DRX Challengers (BO5) - LCK Challengers League Playoffs,series,,2026-08-31 05:00:00,223.1,Kiwoom DRX Challengers,84447032040573630325973314130962009118035995034995285393347090351354626433959,0.25,0.26,0.255,0.01,3608.23,4488.26,5630.08,1444.7,2320.74,2585.81,25,34,16021.306289000002
2026-08-31 01:16:53,914010,3896006,Games Total: O/U 3.5,total_games,,2026-08-31 05:00:00,223.1,Over,49288546778523313431293033764048814404679530385126246573739025040253682044309,0.65,0.66,0.655,0.01,844.79,862.25,1332.86,1103.16,2153.45,4092.95,15,20,144.714284
2026-08-31 01:16:53,914010,3896006,Games Total: O/U 3.5,total_games,,2026-08-31 05:00:00,223.1,Under,103074978066784275596814510860859653392634996691342407074233339090619326679907,0.34,0.35,0.345,0.01,548.09,1021.32,1816.43,455.04,465.42,778.42,20,15,144.714284
2026-08-31 01:16:53,914010,3896008,Games Total: O/U 4.5,total_games,,2026-08-31 05:00:00,223.1,Over,15479082328667663845343160549017069861499481255727156447220348810368299812291,0.28,0.29,0.285,0.01,123.25,435.65,777.9,491.98,525.07,666.03,19,16,49.08
2026-08-31 01:16:53,914010,3896008,Games Total: O/U 4.5,total_games,,2026-08-31 05:00:00,223.1,Under,113863284165004125987528067016346373328319338348909885204529370060956081150744,0.71,0.72,0.715,0.01,1193.2,1266.46,1540.11,330.41,1219.75,2362.46,16,19,49.08
2026-08-31 01:16:53,914010,3896009,Game Handicap: KT.C (-1.5) vs Kiwoom DRX Challengers (+1.5),handicap,,2026-08-31 05:00:00,223.1,KT Rolster Challengers,29200889107747904243608673537838661029274816677934667845871841280280769959477,0.59,0.6,0.595,0.01,13789.01,14229.5,14298.25,671.44,3208.25,3533.25,13,15,3275.371219
2026-08-31 01:16:53,914010,3896009,Game Handicap: KT.C (-1.5) vs Kiwoom DRX Challengers (+1.5),handicap,,2026-08-31 05:00:00,223.1,Kiwoom DRX Challengers,2805750210483409674520205197597747816237335315472461671316154086310626803423,0.4,0.41,0.405,0.01,436.4,1945.84,2120.84,9596.0,9936.76,9993.01,15,13,3275.371219
2026-08-31 01:16:53,914010,3896011,Game Handicap: KT.C (-2.5) vs Kiwoom DRX Challengers (+2.5),handicap,,2026-08-31 05:00:00,223.1,KT Rolster Challengers,77857737452788356036755187508554437478816802179416493181643472560531552849388,0.3,0.31,0.305,0.01,1902.89,2816.71,3220.36,355.5,415.77,572.02,18,12,372.42609500000003
2026-08-31 01:16:53,914010,3896011,Game Handicap: KT.C (-2.5) vs Kiwoom DRX Challengers (+2.5),handicap,,2026-08-31 05:00:00,223.1,Kiwoom DRX Challengers,100341135028384251725689029409965210080293124134739353527244654526019560198200,0.69,0.7,0.695,0.01,786.83,907.89,1189.14,4442.42,6872.6,8027.79,12,18,372.42609500000003
2026-08-31 01:16:53,914010,3896013,Game 1: Both Teams Slay Baron Nashor?,prop,1,2026-08-31 05:00:00,223.1,Yes,80402954720282288241615572358544608683683861137247043930656266721186316652281,0.02,0.56,0.29,0.54,1.18,1.18,1.18,8.5,8.5,8.5,2,8,
2026-08-31 01:16:53,914010,3896013,Game 1: Both Teams Slay Baron Nashor?,prop,1,2026-08-31 05:00:00,223.1,No,13584028927649687978526483000599394751918404433927629748431135708087460115389,0.44,0.98,0.71,0.54,6.5,6.5,6.5,111.82,111.82,111.82,8,2,
2026-08-31 01:16:53,914010,3896015,Game 1: Both Teams Slay a Dragon?,prop,1,2026-08-31 05:00:00,223.1,Yes,102569298548597421937434985418794567841025167951029246617859648059642996273323,0.31,0.98,0.645,0.67,13.75,13.75,13.75,111.82,111.82,111.82,7,2,
2026-08-31 01:16:53,914010,3896015,Game 1: Both Teams Slay a Dragon?,prop,1,2026-08-31 05:00:00,223.1,No,98745422777937102654892050494738642242029731628283696066052398847472721668767,0.02,0.69,0.355,0.67,1.18,1.18,1.18,31.25,31.25,31.25,2,7,
2026-08-31 01:16:53,914010,3896018,Game 1: Both Teams Destroy Inhibitors?,prop,1,2026-08-31 05:00:00,223.1,Yes,106643540925529615603836789263427503370506018741691668364577230754915623289820,0.02,0.56,0.29,0.54,1.18,1.18,1.18,8.5,8.5,8.5,2,8,
2026-08-31 01:16:53,914010,3896018,Game 1: Both Teams Destroy Inhibitors?,prop,1,2026-08-31 05:00:00,223.1,No,101523538606381894089818842070806423615425992133202603442418734528571945538421,0.44,0.98,0.71,0.54,6.5,6.5,6.5,111.82,111.82,111.82,8,2,
2026-08-31 01:16:53,914010,3896021,Game 1: Any Player Quadra Kill?,prop,1,2026-08-31 05:00:00,223.1,Yes,18487729361666709379454845584716686978227446010296117710596435454638853406173,0.01,0.67,0.34,0.66,0.05,0.05,0.05,16.95,16.95,16.95,1,6,
2026-08-31 01:16:53,914010,3896021,Game 1: Any Player Quadra Kill?,prop,1,2026-08-31 05:00:00,223.1,No,86999659711857712541668476201722017609375215782370803043856793794992125541009,0.33,0.99,0.66,0.66,8.05,8.05,8.05,4.95,4.95,4.95,6,1,
2026-08-31 01:16:53,914010,3896024,Game 1: Any Player Penta Kill?,prop,1,2026-08-31 05:00:00,223.1,Yes,94785454239834609811362400107957595438873717907267937748518399696342401911772,,0.27,,,0.0,0.0,0.0,12.89,14.39,14.39,0,11,
2026-08-31 01:16:53,914010,3896024,Game 1: Any Player Penta Kill?,prop,1,2026-08-31 05:00:00,223.1,No,107201475930864039428516074103986928204965113087374276750595742370856230495127,0.73,,,,34.11,37.61,37.61,0.0,0.0,0.0,11,0,
2026-08-31 01:16:53,914010,3896026,Game 1: Odd/Even Total Kills?,odd_even,1,2026-08-31 05:00:00,223.1,Odd,64662183225112035221662456474191450041837937607174749816375597010821343256076,0.49,0.51,0.5,0.02,56.76,56.76,341.37,59.07,59.07,406.94,11,11,
2026-08-31 01:16:53,914010,3896026,Game 1: Odd/Even Total Kills?,odd_even,1,2026-08-31 05:00:00,223.1,Even,78248456626688174513407045215269162702388250696896026623221149995904124738661,0.49,0.51,0.5,0.02,56.76,56.76,341.37,59.07,59.07,406.94,11,11,
2026-08-31 01:16:53,914010,3896028,Game 2: Both Teams Slay Baron Nashor?,prop,2,2026-08-31 05:00:00,223.1,Yes,31029886715606166140643651450770099963172440942827454347016723770973327920170,0.01,0.56,0.285,0.55,1.13,1.13,1.13,8.5,8.5,8.5,1,8,
2026-08-31 01:16:53,914010,3896028,Game 2: Both Teams Slay Baron Nashor?,prop,2,2026-08-31 05:00:00,223.1,No,108381572336341898215764233620379361951864491300501569069095262790795647693267,0.44,0.99,0.715,0.55,6.5,6.5,6.5,111.87,111.87,111.87,8,1,
2026-08-31 01:16:53,914010,3896031,Game 2: Both Teams Slay a Dragon?,prop,2,2026-08-31 05:00:00,223.1,Yes,39497198584795743714973602382110749910917284116876250891648438855380953243570,0.3,0.98,0.64,0.68,13.3,13.3,18.3,111.82,111.82,111.82,7,2,
2026-08-31 01:16:53,914010,3896031,Game 2: Both Teams Slay a Dragon?,prop,2,2026-08-31 05:00:00,223.1,No,89725808529746689285984392986229320993109916482035326008823413744416343785911,0.02,0.7,0.36,0.68,1.18,1.18,1.18,31.7,31.7,46.7,2,7,
2026-08-31 01:16:53,914010,3896033,Game 2: Both Teams Destroy Inhibitors?,prop,2,2026-08-31 05:00:00,223.1,Yes,78794417562495867946826886654431802475853656271137701290249659504325839954515,0.02,0.56,0.29,0.54,1.18,1.18,1.18,8.5,8.5,8.5,2,8,
2026-08-31 01:16:53,914010,3896033,Game 2: Both Teams Destroy Inhibitors?,prop,2,2026-08-31 05:00:00,223.1,No,30195136093937344663198249646381725641720183256385146163283054423574497568805,0.44,0.98,0.71,0.54,6.5,6.5,6.5,111.82,111.82,111.82,8,2,
2026-08-31 01:16:53,914010,3896035,Game 2: Any Player Quadra Kill?,prop,2,2026-08-31 05:00:00,223.1,Yes,71648470778616701465489174334007658104164992542472847671359436718254327449956,0.01,0.66,0.335,0.65,0.05,0.05,0.05,16.7,30.3,30.3,1,6,
2026-08-31 01:16:53,914010,3896035,Game 2: Any Player Quadra Kill?,prop,2,2026-08-31 05:00:00,223.1,No,104440344252336044293418161274867734809452189095106999134766700071752522842405,0.34,0.99,0.665,0.65,8.3,14.7,14.7,4.95,4.95,4.95,6,1,
2026-08-31 01:16:53,914010,3896038,Game 2: Any Player Penta Kill?,prop,2,2026-08-31 05:00:00,223.1,Yes,55531921919335188012588716693077212489273352228784292589034652912235215862866,,0.44,,,0.0,0.0,0.0,33.74,38.44,38.44,0,8,
2026-08-31 01:16:53,914010,3896038,Game 2: Any Player Penta Kill?,prop,2,2026-08-31 05:00:00,223.1,No,25626147265306910192050064666568752178241485972037378267796766162305020990837,0.56,,,,42.26,47.56,47.56,0.0,0.0,0.0,8,0,
2026-08-31 01:16:53,914010,3896041,Game 2: Odd/Even Total Kills?,odd_even,2,2026-08-31 05:00:00,223.1,Odd,107151345906862378746080950029796079879869607072103244438802288502610542536253,0.49,0.51,0.5,0.02,52.91,52.91,337.53,59.07,59.07,406.94,11,11,7.843136
2026-08-31 01:16:53,914010,3896041,Game 2: Odd/Even Total Kills?,odd_even,2,2026-08-31 05:00:00,223.1,Even,34334717147504125085237700681823246395624319910007693814762160149078480658732,0.49,0.51,0.5,0.02,56.76,56.76,341.37,55.07,55.07,402.93,11,11,7.843136
2026-08-31 01:16:53,914010,3896044,Game 3: Both Teams Slay Baron Nashor?,prop,3,2026-08-31 05:00:00,223.1,Yes,83636392135733865422291160523149178082043999479900725028644272845954770658521,0.02,0.56,0.29,0.54,1.18,1.18,1.18,8.5,8.5,8.5,2,8,
2026-08-31 01:16:53,914010,3896044,Game 3: Both Teams Slay Baron Nashor?,prop,3,2026-08-31 05:00:00,223.1,No,35556055819601643689711743625931481759028059137331839284451079596630360623040,0.44,0.98,0.71,0.54,6.5,6.5,6.5,111.82,111.82,111.82,8,2,
2026-08-31 01:16:53,914010,3896045,Game 3: Both Teams Slay a Dragon?,prop,3,2026-08-31 05:00:00,223.1,Yes,83785036352053578627950023628153825644244583819303778403236143369550332215614,0.3,0.98,0.64,0.68,13.3,13.3,18.3,111.82,111.82,111.82,7,2,
2026-08-31 01:16:53,914010,3896045,Game 3: Both Teams Slay a Dragon?,prop,3,2026-08-31 05:00:00,223.1,No,37178033320584278574826352412105665641534489807334102234959176716264149666154,0.02,0.7,0.36,0.68,1.18,1.18,1.18,31.7,31.7,46.7,2,7,
2026-08-31 01:16:53,914010,3896046,Game 3: Both Teams Destroy Inhibitors?,prop,3,2026-08-31 05:00:00,223.1,Yes,51081908548961864674637726339265619824463049859899695595784370125017479872607,0.02,0.56,0.29,0.54,1.18,1.18,1.18,8.5,8.5,8.5,2,8,
2026-08-31 01:16:53,914010,3896046,Game 3: Both Teams Destroy Inhibitors?,prop,3,2026-08-31 05:00:00,223.1,No,15806271907764881839405552082549481499299817361893675306968138360407744877143,0.44,0.98,0.71,0.54,6.5,6.5,6.5,111.81,111.81,111.81,8,2,
2026-08-31 01:16:53,914010,3896047,Game 3: Any Player Quadra Kill?,prop,3,2026-08-31 05:00:00,223.1,Yes,83825848695324996654298852142990733595799316340042919950582440194050965006302,0.01,0.56,0.285,0.55,0.05,0.05,0.05,8.5,8.5,8.5,1,7,
2026-08-31 01:16:53,914010,3896047,Game 3: Any Player Quadra Kill?,prop,3,2026-08-31 05:00:00,223.1,No,108661751614661264990317251361997107909007840210513393455601231196428885622102,0.44,0.99,0.715,0.55,6.5,6.5,6.5,4.95,4.95,4.95,7,1,
2026-08-31 01:16:53,914010,3896049,Game 3: Any Player Penta Kill?,prop,3,2026-08-31 05:00:00,223.1,Yes,106571055815821296467618749225747710342230930283465807205342589392417482034451,,0.48,,,0.0,0.0,0.0,35.49,35.49,40.69,0,8,
2026-08-31 01:16:53,914010,3896049,Game 3: Any Player Penta Kill?,prop,3,2026-08-31 05:00:00,223.1,No,103901985368372443831519140002891187103247848025125981536697988314645641671470,0.52,,,,37.81,37.81,42.61,0.0,0.0,0.0,8,0,
2026-08-31 01:16:53,914010,3896051,Game 3: Odd/Even Total Kills?,odd_even,3,2026-08-31 05:00:00,223.1,Odd,59133805055802901226595497018956722134682355913506384377568602045706118154866,0.49,0.51,0.5,0.02,56.76,56.76,341.37,59.07,59.07,406.94,11,11,
2026-08-31 01:16:53,914010,3896051,Game 3: Odd/Even Total Kills?,odd_even,3,2026-08-31 05:00:00,223.1,Even,28138450934509733478437538570831092155857570133481156117153739450229856692704,0.49,0.51,0.5,0.02,56.76,56.76,341.37,59.07,59.07,406.94,11,11,
2026-08-31 01:16:53,914010,3896053,Game 4: Both Teams Slay Baron Nashor?,prop,4,2026-08-31 05:00:00,223.1,Yes,50654717713447797665540449731642218841283824955030065388382700581079995141053,0.02,0.98,0.5,0.96,1.18,1.18,1.18,263.14,263.14,263.14,2,2,
2026-08-31 01:16:53,914010,3896053,Game 4: Both Teams Slay Baron Nashor?,prop,4,2026-08-31 05:00:00,223.1,No,78382727909147160536880555466627116603939167231979015681836742576180413365175,0.02,0.98,0.5,0.96,3.18,3.18,3.18,111.82,111.82,111.82,2,2,
2026-08-31 01:16:53,914010,3896055,Game 4: Both Teams Slay a Dragon?,prop,4,2026-08-31 05:00:00,223.1,Yes,101955627338274274380610138559491863253432471086806712543106864665633986776054,0.02,0.98,0.5,0.96,3.18,3.18,3.18,111.82,111.82,111.82,2,2,
2026-08-31 01:16:53,914010,3896055,Game 4: Both Teams Slay a Dragon?,prop,4,2026-08-31 05:00:00,223.1,No,64747943450576605293350077859680620838394353835837723793002367103532187118348,0.02,0.98,0.5,0.96,1.18,1.18,1.18,262.68,262.68,262.68,2,2,
2026-08-31 01:16:53,914010,3896056,Game 4: Both Teams Destroy Inhibitors?,prop,4,2026-08-31 05:00:00,223.1,Yes,104427164158394941793089732074547619347039763427655905045748705949727568174569,0.02,0.97,0.495,0.95,1.18,1.18,1.18,51.17,262.48,262.48,2,3,
2026-08-31 01:16:53,914010,3896056,Game 4: Both Teams Destroy Inhibitors?,prop,4,2026-08-31 05:00:00,223.1,No,61361499545687786368075144168243388293661116906689045806594050214111438918741,0.03,0.98,0.505,0.95,1.1,3.23,3.23,111.82,111.82,111.82,3,2,
2026-08-31 01:16:53,914010,3896057,Game 4: Any Player Quadra Kill?,prop,4,2026-08-31 05:00:00,223.1,Yes,45563251597598970935066500022500113792304154564826181216197738287828116850290,0.01,0.99,0.5,0.98,0.05,0.05,0.05,4.95,4.95,4.95,1,1,
2026-08-31 01:16:53,914010,3896057,Game 4: Any Player Quadra Kill?,prop,4,2026-08-31 05:00:00,223.1,No,52324899216568852327676088837817309452581066122331482012890918971122160326292,0.01,0.99,0.5,0.98,0.05,0.05,0.05,4.95,4.95,4.95,1,1,
2026-08-31 01:16:53,914010,3896058,Game 4: Any Player Penta Kill?,prop,4,2026-08-31 05:00:00,223.1,Yes,56724491388716706131717909055392053354390679352787440176654592060884354111822,0.01,0.99,0.5,0.98,0.05,0.05,0.05,4.95,4.95,4.95,1,1,
2026-08-31 01:16:53,914010,3896058,Game 4: Any Player Penta Kill?,prop,4,2026-08-31 05:00:00,223.1,No,79788315979263630907690106034728159482109692741810774814917688727193999905591,0.01,0.99,0.5,0.98,0.05,0.05,0.05,4.95,4.95,4.95,1,1,
2026-08-31 01:16:53,914010,3896059,Game 4: Odd/Even Total Kills?,odd_even,4,2026-08-31 05:00:00,223.1,Odd,30294831129853464562680128577360431235126974095531251249543651305072305418687,0.49,0.51,0.5,0.02,56.76,56.76,341.37,59.07,59.07,406.94,11,11,
2026-08-31 01:16:53,914010,3896059,Game 4: Odd/Even Total Kills?,odd_even,4,2026-08-31 05:00:00,223.1,Even,67039773075038043949350381754748053542618565601606829524784219839883944410583,0.49,0.51,0.5,0.02,56.76,56.76,341.37,59.07,59.07,406.94,11,11,
2026-08-31 01:16:53,914010,3896061,Game 5: Both Teams Slay Baron Nashor?,prop,5,2026-08-31 05:00:00,223.1,Yes,49944453367227268325465904076648583496101978646121490334030478793424303185944,0.02,0.98,0.5,0.96,1.18,1.18,1.18,262.1,262.1,262.1,2,2,
2026-08-31 01:16:53,914010,3896061,Game 5: Both Teams Slay Baron Nashor?,prop,5,2026-08-31 05:00:00,223.1,No,24077266220914577229051208521704078516226596186122481064375894954878283864581,0.02,0.98,0.5,0.96,3.18,3.18,3.18,111.81,111.81,111.81,2,2,
2026-08-31 01:16:53,914010,3896065,Game 5: Both Teams Slay a Dragon?,prop,5,2026-08-31 05:00:00,223.1,Yes,95508875739978865159208797348779119591530858125634173947615423679347453498454,0.02,0.98,0.5,0.96,3.18,3.18,3.18,111.82,111.82,111.82,2,2,
2026-08-31 01:16:53,914010,3896065,Game 5: Both Teams Slay a Dragon?,prop,5,2026-08-31 05:00:00,223.1,No,2006343485846911163943179784702094772287712676995398927208490969716457117745,0.02,0.98,0.5,0.96,1.18,1.18,1.18,262.28,262.28,262.28,2,2,
2026-08-31 01:16:53,914010,3896068,Game 5: Both Teams Destroy Inhibitors?,prop,5,2026-08-31 05:00:00,223.1,Yes,112575287814121207079077898148051217990556370850080464220044067595477077872688,0.02,0.97,0.495,0.95,1.18,1.18,1.18,52.23,261.41,261.41,2,3,
2026-08-31 01:16:53,914010,3896068,Game 5: Both Teams Destroy Inhibitors?,prop,5,2026-08-31 05:00:00,223.1,No,28506503679220286001954948298691783422285416564529954230236337087802884079090,0.03,0.98,0.505,0.95,1.12,3.23,3.23,111.82,111.82,111.82,3,2,
